run_id,epoch,loss,timestamp
no_attention_20250802_133629,1,6.166830739309622,2025-08-02T13:36:33.235465
no_attention_20250802_133629,2,5.239348455917003,2025-08-02T13:36:37.146923
no_attention_20250802_133629,3,4.910838509714881,2025-08-02T13:36:40.918138
no_attention_20250802_133629,4,4.6288742520088375,2025-08-02T13:36:44.416585
no_attention_20250802_133629,5,4.366014064744461,2025-08-02T13:36:47.970369
no_attention_20250802_133629,6,4.084511895512426,2025-08-02T13:36:51.723926
no_attention_20250802_133629,7,3.7403719258862873,2025-08-02T13:36:55.101615
no_attention_20250802_133629,8,3.402849031049152,2025-08-02T13:36:58.515735
no_attention_20250802_133629,9,3.096550847208777,2025-08-02T13:37:01.904127
no_attention_20250802_133629,10,2.9003919667975846,2025-08-02T13:37:05.289536
no_attention_20250802_133629,11,2.6404567651970443,2025-08-02T13:37:08.762038
no_attention_20250802_133629,12,2.350058128667432,2025-08-02T13:37:12.285155
no_attention_20250802_133629,13,2.0573712892310563,2025-08-02T13:37:15.760187
no_attention_20250802_133629,14,1.7944182462470477,2025-08-02T13:37:19.207494
no_attention_20250802_133629,15,1.5763680671536646,2025-08-02T13:37:22.543161
no_attention_20250802_133629,16,1.4131597931994948,2025-08-02T13:37:25.865806
no_attention_20250802_133629,17,1.137189339759738,2025-08-02T13:37:29.284749
no_attention_20250802_133629,18,1.1010028816932855,2025-08-02T13:37:32.643612
no_attention_20250802_133629,19,1.0065514542335687,2025-08-02T13:37:36.074277
no_attention_20250802_133629,20,0.9238481798837351,2025-08-02T13:37:39.429210
no_attention_20250802_133629,21,0.8522018998168236,2025-08-02T13:37:42.768937
no_attention_20250802_133629,22,0.7045922771442769,2025-08-02T13:37:46.094587
no_attention_20250802_133629,23,0.6519736599090488,2025-08-02T13:37:49.498392
no_attention_20250802_133629,24,0.631515383720398,2025-08-02T13:37:52.821189
no_attention_20250802_133629,25,0.6520024281601573,2025-08-02T13:37:56.147731
no_attention_20250802_133629,26,0.5183065273734027,2025-08-02T13:37:59.481829
no_attention_20250802_133629,27,0.46946714471939,2025-08-02T13:38:03.048866
no_attention_20250802_133629,28,0.4831885147926419,2025-08-02T13:38:06.416249
no_attention_20250802_133629,29,0.43774312457372977,2025-08-02T13:38:09.809016
no_attention_20250802_133629,30,0.43483787671078084,2025-08-02T13:38:13.149067
no_attention_20250802_133629,31,0.3855567674997241,2025-08-02T13:38:16.579720
no_attention_20250802_133629,32,0.3631847067627796,2025-08-02T13:38:19.907207
no_attention_20250802_133629,33,0.3576139575520227,2025-08-02T13:38:23.239807
no_attention_20250802_133629,34,0.3052915747082511,2025-08-02T13:38:26.606159
no_attention_20250802_133629,35,0.2741782103860101,2025-08-02T13:38:29.941630
no_attention_20250802_133629,36,0.29032077415044916,2025-08-02T13:38:33.258995
no_attention_20250802_133629,37,0.26278372594090393,2025-08-02T13:38:36.596992
no_attention_20250802_133629,38,0.2751597975229108,2025-08-02T13:38:39.922065
no_attention_20250802_133629,39,0.25928548567516857,2025-08-02T13:38:43.262957
no_attention_20250802_133629,40,0.23997882892226063,2025-08-02T13:38:46.597035
no_attention_20250802_133629,41,0.24646896227847698,2025-08-02T13:38:49.934210
no_attention_20250802_133629,42,0.2199478913531747,2025-08-02T13:38:53.330806
no_attention_20250802_133629,43,0.21848932826934858,2025-08-02T13:38:56.657589
no_attention_20250802_133629,44,0.2570413300810858,2025-08-02T13:38:59.990070
no_attention_20250802_133629,45,0.26824295901974965,2025-08-02T13:39:03.308093
no_attention_20250802_133629,46,0.2598490493242131,2025-08-02T13:39:06.619016
no_attention_20250802_133629,47,0.23394934850376706,2025-08-02T13:39:09.934226
no_attention_20250802_133629,48,0.24933448329914448,2025-08-02T13:39:13.323786
no_attention_20250802_133629,49,0.209277683045975,2025-08-02T13:39:16.630608
no_attention_20250802_133629,50,0.22761450621277787,2025-08-02T13:39:19.942823
